C1,,C3,
X,Y,X,Y
50.2463054187192,0.0003201950946878616,44.316606598281126,0.00029704129916875385
51.23152709359606,0.0002991077115042178,45.21457805679165,0.00031202910536480387
52.463054187192114,0.00029596747988614065,46.26385606142483,0.0003251467250590895
53.201970443349765,0.0002748748976435266,46.86320854459079,0.00033326652977026783
53.94088669950739,0.00026222558716872254,47.909667172588144,0.0003538724138093068
55.41871921182266,0.0002527581007837582,48.96129465775118,0.0003607498132162979
56.403940886699516,0.00022322744583230445,49.7103090506689,0.0003713675856268179
57.389162561576356,0.00020530628956158943,50.61016009360331,0.0003813632155930324
58.12807881773399,0.00018421370731897538,51.813564020994974,0.00038512238444080016
59.11330049261085,0.00016840336899021286,53.323340209479696,0.00037515682782536785
60.344827586206904,0.00015998609251725447,54.67617109857011,0.0003820379864012067
61.57635467980296,0.00015156881604429614,54.22295630436112,0.00038577647982031174
62.3152709359606,0.00014525195939534956,56.174434832458545,0.00040264950919351736
63.30049261083744,0.00012733080312463455,58.28285865995028,0.0004026758233754517
64.5320197044335,0.00011469189076777117,57.071231550704155,0.00042075742553321463
65.02463054187193,0.00010625901711790181,59.19093288473918,0.0003908306823361355
66.5024630541872,0.00009573612176196121,60.39903577319053,0.0003821094106093143
67.48768472906406,0.00008520282828807998,61.45442242720135,0.00037900245755663427
68.47290640394088,0.00007889117069810375,62.6561817182221,0.00038712978060550813
69.95073891625616,0.0000747007291680207,63.27174561704406,0.0003521920653343546
71.42857142857144,0.00005995619792817516,64.18357901068073,0.0003303625718353672
72.41379310344828,0.00005469994930917517,65.69359014721846,0.00031977299319120545
74.6305418719212,0.00005369133186893188,66.90968126947133,0.000289834972487583
75.1231527093596,0.000048424685131991324,67.96671255985304,0.00028235986523379687
76.35467980295567,0.000051616907339771556,68.87878090154267,0.00025990634970608
76.8472906403941,0.00004740566957380735,69.78849976270247,0.0002436930544656577
77.83251231527093,0.000044260238896759755,70.84764558556104,0.00023060174895330647
79.55665024630542,0.000042185814367599536,71.76041877140965,0.00020627616733940132
81.0344827586207,0.00004538323563435043,72.67295700920528,0.0001825746077542256
82.51231527093597,0.00004119279410426727,73.73163293595786,0.00017073134629933326
83.99014778325123,0.00003911317051613671,74.48840061462411,0.00016075639176178156
85.4679802955665,0.0000359781379570299,75.39365546277718,0.00015639951506721874
86.94581280788178,0.00003284310539792309,76.15159788170835,0.00014330445038601973
88.42364532019704,0.000033929708722721386,77.21262328899081,0.00012522096864383295
89.4088669950739,0.00003500591392957889,78.11529370856105,0.00012772833426529407
90.64039408866995,0.000033976500253454236,78.57203272356482,0.00011462951041524728
91.62561576354679,0.0000318864785473831,79.4772875717179,0.0001102726337206844
92.85714285714286,0.000032967882813210946,80.83904648682176,0.00009344095520480428
93.3497536945813,0.000034033689902127876,81.596049113541,0.00008284197863852314
93.8423645320197,0.00003087786110713981,83.10723499034364,0.00006913228985071414
94.82758620689657,0.00002878783940106857,84.30993407357633,0.00007476352478467019
96.05911330049261,0.000029869243666896523,85.96843237960087,0.00006979202398349732
97.04433497536948,0.000032000857844730274,85.21871314252418,0.00006104631765916567
98.02955665024632,0.000029910836138659033,87.93541747919537,0.00004547959946055939
99.01477832512316,0.00002676540546161165,89.28707362802083,0.00005548086818004549
100,0.00002573079272651655,92.45135400562934,0.000051152185251840886
100.49261083743843,0.000023630372902504735,91.55291265101285,0.000037412423113249746
102.21674876847291,0.000022611357344320764,94.11220179218374,0.00003994046416337356
103.69458128078819,0.00002158714272716656,96.82115284310639,0.00004496647291283906
105.17241379310346,0.000022673746051964745,98.6271985264058,0.00004810913806957293
106.40394088669953,0.0000216443323758402,99.98966228566864,0.00002940539346750438
106.89655172413794,0.00001848850358085203,100.89115796497394,0.00003503286923261281
107.8817733990148,0.000016398481874780788,101.942315554031,0.00004315831269706286
109.35960591133005,0.000017485085199578972,103.60410313279733,0.000029450503493677616
110.59113300492612,0.000018566489465406924,104.80586242381808,0.000037577826542551534
111.57635467980296,0.000019642694672264535,106.91757552405163,0.00002886783232227373
112.80788177339903,0.00001966868996711624,108.58030289502993,0.00001266393500397073
114.0394088669951,0.00001758386732001523,109.47921414575238,0.000025155653085102937
115.27093596059115,0.000017609862614866825,110.67697931987236,0.00004389135062237749
116.50246305418722,0.00001763585790971853,111.43421689464459,0.000032668352027366804
117.48768472906406,0.000015545836203647288,113.09342004482808,0.000025824785140005665
118.9655172413793,0.000015577030557469224,113.84948287933535,0.00001772189668864223
11.083743842364534,0.00009667715143559023,114.90158026060438,0.000023351252038174525
